id,target
1823,8.553627
1824,8.150787
1825,8.283678
1826,8.149674
1829,8.147347
1831,8.225647
1834,8.185519
1835,8.246553
1837,7.750303
1839,8.348239
1850,8.063071
1851,8.437159
1852,8.600805
1853,8.439176
1854,8.630552
1855,8.118332
1857,8.352648
1859,8.098886
1860,8.377046
1861,8.281685
1864,8.167199
1865,8.143102
1867,8.131045
1871,8.328924
1872,7.8641863
1873,8.389379
1875,7.6687994
1876,8.072478
1880,7.7694597
1882,8.151017
1883,8.18947
1885,8.364096
1888,8.249628
1894,8.37923
1902,8.242416
1903,8.317343
1908,8.239235
1910,8.557977
1915,8.037183
1921,8.323156
1923,8.12282
1929,8.31492
1930,8.191584
1932,8.778952
1935,8.12622
1936,8.2803755
1937,8.269175
1938,8.278906
1939,8.211283
1945,8.033944
1947,8.199249
1950,8.318094
1952,8.224806
1955,8.302151
1962,8.258537
1963,8.190251
1964,8.235518
1967,8.375082
1968,8.281673
1969,8.422152
1972,8.412678
1974,8.198676
1977,8.336497
1978,8.3853445
1979,8.23069
1982,8.407049
1984,8.072237
1985,8.452298
1988,8.265434
1989,8.393915
1992,8.149723
1994,8.394313
1995,8.2766905
1996,8.262284
2001,7.966414
2003,7.9271536
2007,8.7392
2008,8.196394
2010,8.293068
2011,8.3405
2012,8.349675
2014,8.289544
2015,8.086092
2017,7.7351484
2018,8.23673
2020,8.240334
2023,8.300603
2024,8.500243
2025,8.172832
2028,8.315623
2029,8.331461
2033,8.192804
2034,8.383524
2035,8.288111
2036,7.9872756
2037,8.017962
2038,8.031156
2039,8.454298
2045,8.645657
2046,8.139462
2052,8.42413
2059,8.372377
2063,7.946387
2064,8.236598
2065,7.9427795
2066,8.100334
2069,8.576409
2078,8.438408
2082,8.295734
2086,8.306711
2090,8.369706
2095,7.9151664
2097,8.909178
2100,8.452553
2101,8.379039
2103,8.358432
2104,8.569301
2105,8.221693
2107,8.419431
2108,8.324316
2109,8.175608
2111,7.89631
2112,8.203039
2114,7.7248116
2115,8.37665
2116,8.263792
2117,8.638197
2118,8.14018
2119,8.274239
2120,8.147133
2121,8.196767
2122,8.122146
2123,8.303227
2124,8.354077
2126,8.253655
2129,8.209265
2130,8.409967
2131,8.221794
2134,8.468952
2136,8.376264
2137,7.9442763
2141,8.097048
2142,8.138188
2148,8.159647
2150,8.307752
2153,8.114653
2154,8.569595
2155,8.692908
2156,7.983528
2158,8.170851
2159,8.063606
2164,8.083553
2165,8.180223
2166,8.415695
2170,8.277452
2174,8.3105135
2175,8.296759
2178,7.8351183
2179,8.305208
2184,8.2230015
2185,8.217981
2186,8.33051
2190,8.203211
2195,8.019257
2196,8.557997
2197,8.112022
2198,8.446255
2199,8.413633
2201,8.158991
2203,8.530115
2204,7.4024124
2205,8.123006
2206,8.247942
2211,8.341156
2214,8.194951
2216,8.561464
2217,8.274165
2218,7.823436
2219,8.630542
2220,8.269504
2221,8.473689
2222,7.9826927
2224,8.261591
2227,8.268812
2231,8.206754
2236,8.126249
2237,8.324266
2238,8.138863
2240,8.319209
2242,7.9591613
2246,8.158949
2248,8.314529
2253,8.4237385
2254,7.992779
2256,8.298383
2260,8.450262
2264,7.935852
2267,7.952966
2269,8.463634
2270,8.420274
2271,7.739145
2276,8.161071
2280,8.51891
2281,8.175467
2284,8.097729
2286,7.988719
2288,8.328137
2289,8.310303
2295,8.571177
2302,8.264864
2307,7.927745
2308,8.1735735
2309,8.3277025
2310,8.382202
2312,8.641335
2316,7.9807653
2321,8.411657
2323,8.330592
2326,8.117601
2327,8.041315
2329,8.334325
2330,8.448708
2331,8.360441
2334,8.651175
2337,8.255507
2338,8.329853
2342,8.271976
2346,8.258561
2350,7.816128
2351,8.419117
2355,7.845071
2356,7.874856
2357,8.3413515
2359,8.36738
2361,7.8303766
2365,8.520805
2369,8.460677
2372,7.753199
2377,8.171802
2379,8.466391
2380,8.358734
2381,8.172669
2383,8.022467
2388,8.239511
2389,8.517264
2390,8.038796
2392,8.352018
2393,8.241192
2396,7.9409537
2398,8.393702
2399,8.110042
2400,8.311963
2402,8.28072
2404,8.315827
2406,8.525613
2410,8.438973
2413,8.088074
2417,7.9990187
2420,8.210652
2421,8.279616
2425,8.253285
2434,8.315991
2435,8.428236
2438,8.340018
2439,8.352891
2443,8.050901
2445,8.066482
2446,8.466128
2448,8.59795
2451,8.355873
2452,8.003996
2453,7.6453247
2455,8.4632015
2457,8.160505
2458,8.086611
2460,8.665569
2462,8.474686
2464,8.666105
2465,8.215932
2470,8.25484
2475,8.308497
2476,8.217272
2478,8.516841
2485,8.01385
2486,8.033918
2487,8.579769
2489,8.28262
2493,7.946105
2494,8.594229
2497,8.143505
2499,8.42198
2500,8.488119
2505,8.331134
2506,8.385961
2511,7.931033
2514,8.123461
2515,8.187548
2518,8.420971
2523,8.014972
2524,8.330811
2526,8.310731
2529,8.480159
2533,8.172698
2537,8.226903
2538,7.8224893
2540,7.9555206
2542,8.445265
2544,8.547085
2545,8.214572
2547,8.165561
2550,8.332872
2551,8.209918
2555,7.6341577
2558,8.269796
2559,8.299761
2560,7.9826593
2563,8.02308
2572,8.147175
2573,8.210215
2574,8.64745
2575,8.525598
2576,8.150648
2578,8.201347
2579,7.989595
2584,8.396426
2585,8.204842
2587,7.991629
2589,8.1808605
2594,7.895289
2595,8.377113
2597,8.080592
2598,8.449964
2602,8.140047
2603,8.292525
2604,8.200484
2606,8.258153
2607,8.345482
2608,8.098213
2610,8.472883
2611,8.284508
2614,8.463087
2617,8.614394
2620,8.035304
2624,8.38434
2625,8.23083
2626,8.171148
2627,8.136603
2629,7.8966613
2630,8.53861
2632,8.504217
2638,8.42513
2639,8.349757
2648,8.4519825
2649,8.601899
2655,8.505704
2656,8.091359
2657,8.197695
2659,8.954938
2660,8.331589
2661,8.298574
2663,8.546095
2665,8.447299
2668,8.06929
2670,8.292147
2674,8.053174
2675,8.317046
2680,7.976383
2682,8.316588
2683,8.30213
2684,8.260111
2687,8.254046
2688,8.594175
2689,8.003569
2690,7.895341
2691,8.595479
2693,8.605026
2694,7.988993
2699,8.002161
2702,8.481099
2703,8.30215
2709,8.496091
2716,8.257279
2717,8.071451
2719,8.179506
2721,8.477638
2722,8.462084
2732,7.996498
2735,7.9500146
2739,7.6874146
2743,7.7614794
2744,8.3623295
2747,8.366392
2748,8.179674
2750,8.039526
2752,8.492281
2753,8.215774
2755,8.560793
2756,8.031483
2759,8.304326
2761,8.465972
2762,8.090421
2763,8.104517
2764,8.233137
2770,8.398386
2771,8.10822
2772,8.445437
2773,8.226309
2775,8.235292
2780,8.197024
2782,7.8128138
2783,7.805291
2789,8.176598
2796,8.498866
2798,8.281614
2799,8.158546
2800,8.374456
2806,8.096811
2807,8.080519
2814,8.044561
2817,8.367106
2818,8.417254
2820,8.496742
2821,8.110152
2822,7.9997835
2826,8.309388
2827,8.079981
2828,8.313936
2830,8.4521
2831,8.23684
2832,8.585508
2841,8.558965
2842,7.6458206
2848,8.14522
2849,8.027587
2851,8.391605
2852,8.149458
2853,8.136854
2854,7.4972734
2860,7.891819
2862,8.289076
2865,8.47752
2866,8.01369
2867,8.420348
2870,8.302562
2875,8.409155
2877,8.32898
2878,7.835121
2879,8.228363
2882,8.471994
2883,8.251523
2884,8.521892
2885,8.504151
2886,8.429026
2887,8.194576
2889,8.248541
2890,8.2211895
2895,7.924679
2896,8.096555
2897,7.9372125
2899,8.144753
2902,8.4257965
2908,8.1475935
2914,8.277019
2916,8.026389
2917,8.369199
2918,8.239896
2920,8.249697
2922,8.257448
2925,8.537832
2928,8.123358
2929,8.137632
2932,7.9237127
2933,8.085985
2934,8.096751
2935,8.464285
2936,8.012789
2937,8.380769
2939,8.295294
2943,8.598862
2946,8.305936
2949,7.939411
2950,8.213697
2951,8.447779
2953,8.388826
2959,7.9483995
2963,8.278543
2967,8.071847
2970,8.207387
2974,8.311361
2977,8.27212
2980,8.151296
2981,8.237241
2986,8.231802
2987,8.267424
2988,8.3370905
2991,8.163555
2993,8.329031
2994,8.317514
2995,8.270578
2996,8.322874
3001,7.9768662
3003,7.977552
3005,8.145441
3008,8.418152
3009,8.267242
3010,8.113814
3011,8.275034
3012,8.247639
3017,8.317042
3020,7.95077
3021,8.12021
3022,8.210911
3027,8.183253
3030,8.377312
3031,8.767146
3032,8.553983
3033,8.312019
3035,8.284674
3038,8.47719
3040,8.191582
3043,8.297802
3045,8.423901
3046,8.355575
3057,8.098787
3058,8.327821
3059,8.270476
3061,8.188116
3062,8.140313
3063,8.236128
3064,8.0018215
3067,8.280067
3068,7.7955275
3070,7.9290934
3074,8.260679
3076,8.331065
3077,8.203459
3078,8.324323
3079,8.014839
3082,8.330838
3083,8.129961
3084,7.874756
3088,8.541683
3089,7.7382393
3090,8.3484
3091,8.47388
3092,8.142892
3093,7.7688646
3097,8.344175
3098,8.404559
3099,8.504021
3104,8.127404
3105,8.3949
3106,8.253545
3108,8.407385
3110,8.243647
3112,8.578783
3113,8.3481045
3114,8.092047
3117,7.9675856
3118,8.350546
3122,8.300265
3124,8.137381
3126,8.360428
3129,8.084006
3131,8.361847
3133,8.271017
3135,8.5157795
3138,8.484282
3140,7.933629
3146,8.285589
3152,8.069669
3156,8.335993
3157,7.9555693
3158,8.577208
3159,8.301827
3160,8.290541
3164,8.399681
3172,8.262079
3174,8.400793
3175,8.366479
3177,7.9740686
3183,8.354578
3190,8.280851
3192,8.411964
3195,8.417501
3196,8.512278
3203,8.370164
3208,8.435656
3209,8.031815
3210,8.385839
3211,8.10317
3215,8.413216
3216,8.418314
3218,8.55882
3220,8.62253
3224,8.668821
3231,8.353585
3234,8.21833
3235,8.4406595
3236,8.301973
3237,8.313138
3239,8.103373
3242,8.175368
3245,8.139127
3251,8.16633
3254,8.211413
3256,8.084716
3258,8.278879
3260,8.206907
3267,8.614039
3268,8.157044
3270,8.061704
3272,8.561604
3273,7.9885063
3274,7.9873276
3276,7.9989023
3277,7.9915876
3279,7.8938036
3280,8.465044
3282,8.269055
3283,8.394617
3286,8.202411
3288,8.013728
3290,8.211542
3296,8.380745
3298,8.323362
3301,8.268717
3302,7.9226885
3304,8.2156315
3305,7.99248
3309,8.239189
3311,8.484865
3316,8.143604
3317,8.038235
3318,8.422348
3328,8.516592
3330,7.8953843
3331,8.392876
3332,8.437134
3334,8.339711
3337,7.85737
3338,8.032474
3343,8.302023
3346,8.105081
3353,8.394513
3354,8.000617
3360,8.211205
3366,8.060143
3367,8.385247
3370,8.042615
3371,8.133507
3372,8.086695
3374,8.35006
3376,8.248575
3378,8.327911
3379,8.313263
3382,8.492489
3383,8.030357
3385,8.34157
3386,7.9539847
3396,8.257829
3400,8.372423
3401,8.275638
3403,8.341818
3408,8.813017
3412,8.495295
3415,8.650107
3416,8.364668
3420,8.246213
3422,8.149663
3424,7.9546776
3427,8.304672
3428,8.265928
3430,8.250747
3431,8.418106
3432,8.281482
3440,8.251776
3441,8.16351
3442,8.548124
3444,7.9823456
3445,8.268211
3446,8.134092
3449,8.354486
3453,8.366284
3454,8.594904
3459,8.361204
3462,7.744223
3463,8.687698
3464,8.1840105
3465,8.307285
3469,7.8550644
3470,8.19882
3471,8.36957
3472,8.542137
3476,8.247755
3477,8.079613
3479,8.361292
3493,8.126984
3494,8.225574
3496,8.565462
3497,8.092555
3498,8.277179
3502,8.375599
3505,8.203805
3506,8.3258505
3508,7.5217476
3512,8.5679865
3513,8.251257
3514,8.038465
3518,8.432187
3520,8.034872
3524,8.610873
3525,8.099279
3529,8.107199
3530,8.096293
3532,8.352447
3535,8.349558
3539,8.355507
3540,8.325143
3543,8.121427
3547,8.594263
3548,8.165479
3549,8.55234
3558,8.021662
3561,8.332379
3562,8.081644
3565,8.384115
3568,8.388052
3570,7.9575477
3581,8.131403
3585,7.8707795
3586,7.889451
3589,8.378016
3591,8.352808
3592,8.39707
3598,7.8100877
3602,8.203249
3603,7.7800016
3606,8.092126
3610,8.209775
3611,7.751816
3612,8.518056
3614,8.302064
3619,8.354631
3620,8.01287
3622,8.37487
3624,8.18078
3628,8.012337
3630,8.2512665
3639,8.295187
3642,8.665106
3649,7.931189
3650,8.453962
3651,8.422954
3652,8.221317
3654,8.124179
3657,8.174393
3661,8.275441
3662,7.900241
3664,8.301105
3670,8.401212
3673,8.2718115
3677,8.697386
3678,8.364557
3679,8.291708
3682,8.435217
3683,8.333632
3686,8.145208
3687,8.621228
3690,8.217441
3692,8.326003
3694,8.06091
3697,7.7905936
3698,8.276105
3701,8.451734
3702,8.377622
3703,8.117703
3709,8.483953
3712,8.064711
3717,8.580448
3722,8.175952
3726,8.38033
3731,8.3030815
3735,8.177528
3736,8.471804
3737,8.42622
3740,8.649526
3741,8.570509
3742,8.0666065
3743,8.383945
3746,8.037081
3749,8.502632
3750,8.390995
3754,8.394101
3758,8.22814
3759,8.340845
3760,8.253555
3766,8.202293
3767,7.977563
3768,8.527978
3775,7.9504614
3777,7.8723397
3778,8.3565445
3779,8.369079
3787,7.9827538
3788,7.9164276
3789,8.23809
3791,8.464765
3792,7.586637
3793,8.064206
3799,8.47847
3800,7.9983926
3804,8.187464
3805,8.145819
3809,8.369836
3812,8.290807
3813,8.93758
3815,7.6966896
3816,8.122713
3817,8.361305
3818,8.497065
3820,8.378199
3822,8.115453
3830,8.120328
3832,8.347084
3834,7.939518
3835,8.327562
3837,8.221865
3838,8.627416
3840,8.053122
3845,8.188597
3847,8.20094
3848,8.137534
3849,8.469218
3850,8.282802
3851,8.585102
3854,8.310943
3856,8.046722
3858,8.37332
3859,8.511433
3860,8.048895
3861,8.272403
3862,8.657975
3864,8.173994
3865,8.729501
3866,8.452855
3869,8.239351
3872,8.236845
3874,8.219421
3876,8.317401
3879,8.243895
3880,8.308952
3882,8.48023
3883,8.427193
3884,8.23814
3890,8.26972
3892,8.323279
3897,8.396448
3899,7.8632483
3903,8.3588085
3906,8.460131
3911,8.19293
3915,8.06782
3916,8.007713
3918,8.387728
3919,8.4899235
3922,8.365796
3926,8.116494
3930,8.167229
3937,8.112872
3940,8.37409
3943,7.9234724
3956,8.068928
3957,8.199168
3961,8.397313
3962,8.303369
3964,8.4006195
3967,8.345837
3969,8.114659
3970,8.313147
3972,8.193352
3975,8.217208
3980,7.9056253
3981,8.058986
3982,8.2380295
3983,8.286406
3988,8.159953
3989,8.168996
3994,8.486158
4002,8.02335
4003,8.400967
4004,8.253172
4006,8.128628
4009,8.167341
4011,8.087664
4012,8.378621
4015,8.286378
4016,8.3339
4018,7.938033
4021,8.062015
4023,8.1479435
4024,8.401537
4026,8.10163
4027,8.030195
4028,8.530237
4029,8.293894
4032,8.013064
4033,8.420973
4036,8.559889
4038,8.535058
4040,8.346994
4042,8.10072
4043,8.028321
4045,8.277288
4048,8.175337
4050,8.333366
4051,8.207845
4056,8.333132
4060,8.338196
4066,7.9694047
4068,8.4921055
4070,8.506725
4071,8.354532
4072,8.366899
4073,7.9848223
4074,8.490622
4076,8.38708
4077,8.595926
4078,8.557907
4083,8.351211
4086,8.268886
4088,8.096768
4090,8.211718
4091,8.293056
4094,8.449011
4095,8.218727
4100,8.215464
4101,8.166227
4102,8.28115
4105,8.101298
4107,8.327165
4109,8.143204
4110,8.256631
4111,8.066812
4112,8.367435
4114,8.108756
4116,8.4249325
4117,8.233264
4118,8.451648
4119,8.028679
4123,8.317884
4125,8.270037
4131,8.288368
4134,8.294835
4138,8.432689
4139,7.624069
4142,8.041267
4147,8.358169
4149,8.058078
4150,8.522849
4151,8.327399
4152,8.328829
4156,8.206842
4158,8.450941
4160,8.333006
4166,8.499867
4167,8.454786
4168,8.205971
4170,8.315534
4177,8.428072
4178,8.076551
4181,8.124585
4185,8.225054
4187,8.028432
4188,8.132942
4194,7.964254
4195,7.696592
4198,8.583152
4200,8.124888
4202,8.173217
4205,8.084589
4208,8.261084
4209,8.333995
4210,8.123224
4211,8.505422
4212,8.432426
4218,8.232273
4220,8.308557
4224,8.139341
4226,8.175222
4229,8.375188
4231,8.159002
4236,8.229883
4238,8.430084
4239,8.187338
4240,8.319234
4242,7.8364058
4244,8.391929
4252,8.294426
4258,8.295203
4259,7.8664093
4261,8.427137
4263,8.220479
4265,8.213644
4269,8.331919
4271,8.206262
4272,8.333759
4277,8.564152
4279,8.596508
4281,8.423295
4282,8.104623
